Cause	Outcome	Cause name	Outcome name	Number of mentions	Phi correlation coeff	Dependence	Date of diagnosis	GPT4	score
E82	H35.9	metabolic disorders	retinal diseases	1	NA	0	0	0	0.0
E82	E28	metabolic disorders	ovarian dysfunction	1	NA	0	0	0	0.0
E82	Q75.0	metabolic disorders	craniosynostosis	1	NA	0	0	0	0.0
E20.1	E83.51	pseudohypoparathyroidism	hypocalcemia	5	NA	0	0	0	0.2
J98.2	I31.4	mediastinal emphysema	cardiac tamponade	1	NA	0	0	1	0.2
H52.53	H50.8	accommodative spasm	strabismus	1	NA	0	0	1	0.2
E80.0	K76.9	protoporphyria	liver disease	1	0.0	0	0	1	0.2
I49.2	I45.89	junctional premature depolarization	atrioventricular dissociation	1	NA	0	0	1	0.2
G95.19	G82.2	hematomyelia	paraplegia	1	NA	0	0	1	0.2
E67.3	I25.1	hypervitaminosis d	coronary atherosclerosis	2	NA	0	0	0	0.2
E67.3	E83.52	hypervitaminosis d	hypercalcemia	5	NA	0	0	0	0.2
E67.3	I70	hypervitaminosis d	atheroma	1	NA	0	0.0	0	0.0
P55	K83.1	erythroblastosis fetalis	cholestasis	1	NA	0	0	1	0.2
P55	P57	erythroblastosis fetalis	kernicterus	1	NA	0	0	1	0.2
C94.2	D75.83	megakaryocytic myelosis	thrombocythemia	1	NA	0	0	1	0.2
E78.41	I25.10	elevated lp	coronary artery disease	1	NA	0	0	1	0.2
E78.41	P91.82	elevated lp	neonatal stroke	1	NA	0	0	0	0.0
E78.41	I67.9	elevated lp	cerebrovascular disorders	1	NA	0	0	0	0.0
B67.7	I82.0	alveolar echinococcosis	budd-chiari syndrome	1	NA	0	0	1	0.2
B45.7	H46	disseminated cryptococcosis	optic neuritis	1	NA	0	0	1	0.2
B45.7	M60	disseminated cryptococcosis	myositis	1	NA	0	0	0	0.0
G70.80	J96.0	eaton-lambert syndrome	acute respiratory failure	1	NA	0	0	1	0.2
Q38.2	I27.81	macroglossia	cor pulmonale	1	NA	0	0	0	0.0
E83.42	E87.6	hypomagnesemia	potassium deficiency	1	NA	0	0	1	0.2
E83.42	E20	hypomagnesemia	hypoparathyroidism	3	NA	0	0	0	0.2
E83.42	I47.2	hypomagnesemia	ventricular tachycardia	2	NA	0	0	0	0.2
E83.42	I67.83	hypomagnesemia	posterior reversible encephalopathy syndrome	1	NA	0	0	1	0.2
E83.42	M12.9	hypomagnesemia	arthropathy	1	NA	0	0	0	0.0
E83.42	E11	hypomagnesemia	diabetes	1	NA	0	0	0	0.0
E83.42	M19.90	hypomagnesemia	arthritis	1	NA	0	0	0	0.0
E71.313	G72.9	glutaric aciduria type ii	myopathy	2	NA	0	0	0	0.2
E71.313	I46	glutaric aciduria type ii	cardiac arrest	1	NA	0	0	0	0.0
T88.3	N19	malignant hyperthermia	renal failure	1	0.0	0	0	1	0.2
T88.3	T79.A0	malignant hyperthermia	compartment syndrome	1	NA	0	0	1	0.2
H33.05	H40	total retinal detachment	glaucoma	1	NA	0	0	1	0.2
P84	H54	birth asphyxia	blindness	1	NA	0	0	1	0.2
P84	P91.81	birth asphyxia	neonatal encephalopathy	5	NA	0	0	0	0.2
P84	E87.2	birth asphyxia	metabolic acidosis	1	NA	0	0	1	0.2
P84	G80	birth asphyxia	cerebral palsy	1	NA	0	0	1	0.2
P84	P91.6	birth asphyxia	hypoxic-ischemic encephalopathy	1	NA	0	0	0	0.0
O43.21	N85.5	placenta accreta	uterine inversion	1	NA	0	0	1	0.2
A35	G40.909	tetanus	epilepsies	3	NA	0	0	0	0.2
A35	G62.9	tetanus	neuropathy	1	NA	0	0	0	0.10995609756097563
A35	L51	tetanus	erythema multiforme	1	NA	0	0	0	0.0
L10.1	N48.1	pemphigus vegetans	balanitis	2	NA	0	0	0	0.2
R82.991	N20	hypocitraturia	urolithiasis	1	NA	0	0	0	0.0
H04.30	H05.01	dacryocystitis	orbital cellulitis	1	NA	0	0	1	0.2
A77.0	G03	rocky mountain spotted fever	meningitis	1	NA	0	0	1	0.2
A77.0	G24.01	rocky mountain spotted fever	tardive dyskinesia	1	NA	0	0	0	0.0
A77.0	H30.9	rocky mountain spotted fever	chorioretinitis	1	NA	0	0	0	0.0
C96.A	J80	malignant histiocytosis	adult respiratory distress syndrome	1	NA	0	0	1	0.2
C96.A	D73.1	malignant histiocytosis	hypersplenism	1	NA	0	0	1	0.2
C96.A	G03.1	malignant histiocytosis	chronic meningitis	1	NA	0	0	1	0.2
C96.A	C92.0	malignant histiocytosis	acute myelogenous leukaemia	1	NA	0	0	0	0.0
A21	J80	tularemia	adult respiratory distress syndrome	1	NA	0	0	1	0.2
A21	L04	tularemia	lymphadenitis	1	NA	0	0	1	0.2
B85.3	J45	crab	asthma	5	NA	0	0	0	0.2
B85.3	H10	crab	conjunctivitis	1	NA	0	0	1	0.2
B85.3	H01.0	crab	blepharitis	1	NA	0	0	0	0.0
B03	I51.4	smallpox	myocarditis	2	NA	0	0	0	0.2
B03	A51.0	smallpox	syphilis	1	NA	0	0	0	0.0
C45.1	K56.609	peritoneal mesothelioma	intestinal obstruction	2	NA	0	0	0	0.2
C94.0	E23.2	erythroleukemia	diabetes insipidus	1	0.0	0	0	1	0.2
R82.71	N19	bacteriuria	renal failure	1	NA	0	0	1	0.2
B70.0	N19	fish tapeworm	renal failure	1	NA	0	0	1	0.2
B70.0	D51.0	fish tapeworm	pernicious anemia	1	NA	0	0	1	0.2
B81.0	K52.9	anisakiasis	gastroenteritis	3	NA	0	0	0	0.2
B81.0	K56.1	anisakiasis	intussusception	7	NA	0	0	0	0.2
B81.0	K56.609	anisakiasis	intestinal obstruction	4	NA	0	0	0	0.2
B81.0	K25	anisakiasis	gastric ulcer	1	NA	0	0	0	0.0
H46.1	H54	retrobulbar neuritis	blindness	1	NA	0	0	1	0.2
I49.02	I46	ventricular flutter	cardiac arrest	1	NA	0	0	1	0.2
B06.9	D69.2	rubella	purpura	4	0.0	0	0	0	0.2
B06.9	H90.5	rubella	sensorineural hearing loss	3	0.0	0	0	0	0.2
B06.9	H26	rubella	cataract	2	0.0	0	0	0	0.2
B06.9	A69.22	rubella	polyneuropathy	1	NA	0	0	0	0.11092631578947369
B06.9	Q12.0	rubella	congenital cataract	1	0.0	0	0	0	0.1004
B06.9	M12.9	rubella	arthropathy	1	NA	0	0	0	0.0006000000000000001
B06.9	T78.40	rubella	hypersensitivity	1	NA	0	0	0	0.0
B06.9	Q24.9	rubella	congenital heart disease	1	0.0	0	0	0	0.0
B06.9	H35.06	rubella	retinal vasculitis	1	NA	0	0	0	0.0
B06.9	D69.6	rubella	thrombocytopenia	1	0.0	0	0	0	0.0
B06.9	P59.29	rubella	neonatal hepatitis	1	NA	0	0	0	0.0
B06.9	D76.1	rubella	hemophagocytic syndrome	1	0.0	0	0	0	0.0
Q35	I27.81	cleft palate	cor pulmonale	1	NA	0	0	0	0.10020000000000001
B74	R82.0	filariasis	chyluria	5	NA	0	0	0	0.2
B74	M27.1	filariasis	central giant cell granuloma	1	NA	0	0	1	0.2
B74	J98.4	filariasis	lung disease	1	NA	0	0	0	0.0008
B74	D72.1	filariasis	eosinophilia	1	NA	0	0	0	0.0004
A18.17	N91.0	tuberculous endometritis	primary amenorrhea	1	NA	0	0	1	0.2
A18.17	P37.0	tuberculous endometritis	congenital tuberculosis	1	NA	0	0	1	0.2
G93.81	G40.909	mesial temporal sclerosis	epilepsies	69	NA	0	0	0	0.2
B66.4	C34.3	paragonimiasis	lung cancer	1	NA	0	0	1	0.2
B66.4	J93.1	paragonimiasis	pneumothorax	3	NA	0	0	0	0.2
B66.4	G40.909	paragonimiasis	epilepsies	1	NA	0	0	0	0.0
B66.4	I31.3	paragonimiasis	pericardial effusion	1	NA	0	0	0	0.0
H51.11	H53.14	convergence insufficiency	asthenopia	1	NA	0	0	1	0.2
H51.11	H53.2	convergence insufficiency	diplopia	1	NA	0	0	1	0.2
A02.21	J86	salmonella meningitis	empyema	1	NA	0	0	1	0.2
B88.3	D64.9	leech	anemia	2	NA	0	0	0	0.2
N81.1	N13.30	cystocele	hydronephrosis	2	NA	0	0	0	0.2
P91.81	G24	neonatal encephalopathy	dystonia	1	NA	0	0	1	0.2
P91.81	G80.3	neonatal encephalopathy	athetoid cerebral palsy	1	NA	0	0	1	0.2
B38	G03	coccidioidomycosis	meningitis	1	0.0	0	0	1	0.2
B38	J86.9	coccidioidomycosis	pyopneumothorax	1	0.0	0	0	0	0.0
A55	K62.89	lymphogranuloma venereum	proctitis	6	NA	0	0	0	0.2
A55	T78.40	lymphogranuloma venereum	hypersensitivity	1	NA	0	0	1	0.2
A55	M02.3	lymphogranuloma venereum	reactive arthritis	1	NA	0	0	1	0.2
E72.20	G93.9	hyperammonemia	brain diseases	16	NA	0	0	0	0.2
E72.20	K76.82	hyperammonemia	hepatic encephalopathy	6	NA	0	0	0	0.2
Q26.3	I27.20	partial anomalous pulmonary venous return	pulmonary hypertension	1	NA	0	0	1	0.2
H21.51	H40	anterior synechiae	glaucoma	1	NA	0	0	1	0.2
H20.01	H40	iridocyclitis	glaucoma	1	NA	0	0	1	0.2
B81.3	C96.6	angiostrongylus costaricensis	eosinophilic granuloma	2	NA	0	0	0	0.2
B81.3	K37	angiostrongylus costaricensis	appendicitis	1	NA	0	0	0	0.101
A00	K81	cholera	acute cholecystitis	2	0.0	0	0	0	0.2
A00	M72.6	cholera	necrotizing fasciitis	5	0.0	0	0	0	0.2
A00	K52.9	cholera	gastroenteritis	7	-0.001	0	0	0	0.2
A00	C49	cholera	sarcoma	1	0.0	0	0	0	0.0008
A00	E87.2	cholera	metabolic acidosis	1	0.0	0	0	0	0.0
A00	L03.90	cholera	cellulitis	1	NA	0	0	0	0.0
H43.82	H33.2	vitreomacular traction	retinal detachment	1	NA	0	0	1	0.2
G31.85	R48.2	corticobasal degeneration	apraxia	1	NA	0	0	1	0.2
D47.Z2	I31.4	giant lymph node hyperplasia	cardiac tamponade	2	NA	0	0	0	0.2
D47.Z2	R80	giant lymph node hyperplasia	proteinuria	1	NA	0	0	0	0.0
D47.Z2	N12	giant lymph node hyperplasia	interstitial nephritis	1	NA	0	0	0	0.0
E78.01	I25.10	familial hypercholesterolemia	coronary artery disease	1	NA	0	0	1	0.2
E78.01	I70	familial hypercholesterolemia	atheroma	1	NA	0	0	1	0.2
B88.9	L20	mites infestation	atopic dermatitis	1	0.0	0	0	1	0.2
B60.0	J80	babesiosis	adult respiratory distress syndrome	1	NA	0	0	1	0.2
B60.0	D76.1	babesiosis	hemophagocytic syndrome	2	NA	0	0	0	0.2
B60.0	D64.9	babesiosis	anemia	3	NA	0	0	0	0.2
B60.0	D55	babesiosis	hemolytic anemia	1	NA	0	0	0	0.0
B60.0	D56	babesiosis	hemolytic anemia	1	NA	0	0	0	0.0
B60.0	D57	babesiosis	hemolytic anemia	1	NA	0	0	0	0.0
B60.0	D58	babesiosis	hemolytic anemia	1	NA	0	0	0	0.0
B60.0	D59	babesiosis	hemolytic anemia	1	NA	0	0	0	0.0
G93.7	I46	reye 's syndrome	cardiac arrest	1	0.0	0	0	1	0.2
C91	D61.81	lymphocytic leukemia	pancytopenia	1	NA	0	0	1	0.2
C91	C69.6	lymphocytic leukemia	orbital tumor	1	0.0	0	0	0	0.0
J81.1	J80	pulmonary congestion	adult respiratory distress syndrome	1	NA	0	0	1	0.2
H40.22	H54	chronic angle-closure glaucoma	blindness	1	NA	0	0	1	0.2
A18.85	D73.1	splenic tuberculosis	hypersplenism	1	NA	0	0	1	0.2
A18.85	D64.9	splenic tuberculosis	anemia	1	NA	0	0	1	0.2
A18.85	D69.3	splenic tuberculosis	immune thrombocytopenic purpura	1	NA	0	0	1	0.2
O41.12	O20.0	chorioamnionitis	abruptio placentae	3	NA	0	0	0	0.2
O41.12	I67.9	chorioamnionitis	cerebrovascular disorders	1	NA	0	0	0	0.0
O41.12	D72.823	chorioamnionitis	leukemoid reaction	1	NA	0	0	0	0.0
B45.0	J80	pulmonary cryptococcosis	adult respiratory distress syndrome	1	0.0	0	0	1	0.2
H35.02	H33.05	exudative retinopathy	total retinal detachment	1	NA	0	0	1	0.2
H35.02	H54	exudative retinopathy	blindness	1	NA	0	0	1	0.2
H35.02	H33.2	exudative retinopathy	retinal detachment	1	NA	0	0	0	0.0
H05.11	H50.8	orbital myositis	strabismus	2	NA	0	0	0	0.2
H05.11	H53.2	orbital myositis	diplopia	1	NA	0	0	0	0.0
P29.3	I27.20	persistent fetal circulation	pulmonary hypertension	1	NA	0	0	1	0.2
P29.3	J96.0	persistent fetal circulation	acute respiratory failure	1	NA	0	0	1	0.2
G21.0	T79.A0	neuroleptic malignant syndrome	compartment syndrome	1	NA	0	0	1	0.2
M31.19	I21	thrombotic thrombocytopenic purpura	myocardial infarction	1	NA	0	0	1	0.2
M31.19	I26	thrombotic thrombocytopenic purpura	pulmonary embolism	1	NA	0	0	1	0.2
M31.19	H34	thrombotic thrombocytopenic purpura	retinal vascular occlusion	1	NA	0	0	0	0.0
M31.19	M35.1	thrombotic thrombocytopenic purpura	mixed connective tissue disease	1	NA	0	0	0	0.0
M31.19	D69.6	thrombotic thrombocytopenic purpura	thrombocytopenia	1	NA	0	0	0	0.0
M31.19	I67.82	thrombotic thrombocytopenic purpura	cerebral ischemia	1	NA	0	0	0	0.0
E85.81	I50.9	al amyloidosis	congestive heart failure	1	NA	0	0	1	0.2
E85.81	G72.9	al amyloidosis	myopathy	1	NA	0	0	1	0.2
E85.81	Q38.2	al amyloidosis	macroglossia	1	NA	0	0	0	0.0
Q45.1	K31.5	annular pancreas	duodenal obstruction	9	0.0	0	0	0	0.2
Q03	H47.1	congenital hydrocephalus	papilledema	1	0.0	0	0	1	0.2
Q03	E30.1	congenital hydrocephalus	precocious puberty	1	NA	0	0	0	0.0998
D59.12	D55	cold agglutinin disease	hemolytic anemia	2	NA	0	0	0	0.2
D59.12	D56	cold agglutinin disease	hemolytic anemia	2	NA	0	0	0	0.2
D59.12	D57	cold agglutinin disease	hemolytic anemia	2	NA	0	0	0	0.2
D59.12	D58	cold agglutinin disease	hemolytic anemia	2	NA	0	0	0	0.2
D69.51	G31.9	ptp	degenerative disease	1	NA	0	0	0	0.0
Q10.2	H16	congenital entropion	keratitis	1	NA	0	0	1	0.2
Q10.2	H16.0	congenital entropion	corneal ulcers	1	NA	0	0	1	0.2
K21.00	K92.1	reflux esophagitis	melena	1	NA	0	0	1	0.2
J35.01	M02.3	tonsillitis	reactive arthritis	4	NA	0	0	0	0.2
J35.01	J98.51	tonsillitis	mediastinitis	2	NA	0	0	0	0.2
J35.01	M19.90	tonsillitis	arthritis	1	NA	0	0	1	0.2
J35.01	M72.6	tonsillitis	necrotizing fasciitis	1	NA	0	0	0	0.0
J35.01	G52.1	tonsillitis	glossopharyngeal neuralgia	1	NA	0	0	0	0.0
G03.1	I63	chronic meningitis	cerebral infarction	1	0.0	0	0	1	0.2
G03.1	G91	chronic meningitis	hydrocephalus	1	0.0	0	0	1	0.2
K11.7	K02.6	xerostomia	dental caries	2	NA	0	0	0	0.2
D47.02	M81.0	systemic mastocytosis	osteoporosis	4	NA	0	0	0	0.2
D47.02	K83.1	systemic mastocytosis	cholestasis	2	NA	0	0	0	0.2
D47.02	G93.9	systemic mastocytosis	brain diseases	1	NA	0	0	0	0.0
D70.0	C92.0	congenital neutropenia	acute myelogenous leukaemia	1	NA	0	0	1	0.2
E25.0	Q56.3	21-hydroxylase deficiency	pseudohermaphroditism	2	NA	0	0	0	0.2
E25.0	E28.1	21-hydroxylase deficiency	androgen excess	2	0.0	0	0	0	0.2
E25.0	N46	21-hydroxylase deficiency	male infertility	1	0.0	0	0	0	0.0
C23	I33.9	gallbladder cancer	endocarditis	1	0.0	0	0	1	0.2
A15.6	J93.1	tuberculous pleuritis	pneumothorax	1	0.0	0	0	1	0.2
G47.33	I27.20	obstructive sleep apnea	pulmonary hypertension	4	NA	0	0	0	0.2
G47.33	D75.1	obstructive sleep apnea	erythrocythemia	2	NA	0	0	0	0.2
G47.33	I10	obstructive sleep apnea	hypertension	2	NA	0	0	0	0.2
G47.33	F09	obstructive sleep apnea	cognitive disorders	1	NA	0	0	1	0.2
G47.33	J81	obstructive sleep apnea	pulmonary edema	1	NA	0	0	0	0.0
G47.33	Q32.0	obstructive sleep apnea	tracheomalacia	1	NA	0	0	0	0.0
G47.33	I44.3	obstructive sleep apnea	atrioventricular block	1	NA	0	0	0	0.0
G47.33	I67.9	obstructive sleep apnea	cerebrovascular disorders	1	NA	0	0	0	0.0
B68.1	K29.6	teniasis	ménétrier 's disease	1	NA	0	0	1	0.2
B68.1	K56.609	teniasis	intestinal obstruction	1	NA	0	0	1	0.2
B68.1	G93.2	teniasis	benign intracranial hypertension	1	NA	0	0	1	0.2
B68.1	B69	teniasis	neurocysticercosis	1	NA	0	0	1	0.2
A04.3	D59.3	enterohemorrhagic escherichia coli infection	hemolytic uremic syndrome	1	0.0	0	0	1	0.2
A04.3	G93.9	enterohemorrhagic escherichia coli infection	brain diseases	2	0.0	0	0	0	0.2
E70.3	H55.0	albinism	nystagmus	3	NA	0	0	0	0.2
Q61.1	N19	autosomal recessive polycystic kidney disease	renal failure	1	0.0	0	0	1	0.2
Q61.1	N18.6	autosomal recessive polycystic kidney disease	end-stage renal disease	1	NA	0	0	1	0.2
G25.81	G47.0	restless legs syndrome	insomnia	2	NA	0	0	0	0.2
G25.81	G47	restless legs syndrome	sleep disorders	1	NA	0	0	1	0.2
K90.81	I33.9	whipple 's disease	endocarditis	2	NA	0	0	0	0.2
K90.81	M46	whipple 's disease	spondylitis	1	NA	0	0	0	0.001
K90.81	G95.9	whipple 's disease	myelopathy	1	NA	0	0	0	0.0
K90.81	H44.01	whipple 's disease	panophthalmitis	1	NA	0	0	0	0.0
K90.81	I89.8	whipple 's disease	chylous ascites	1	NA	0	0	0	0.0
K90.81	I72	whipple 's disease	aneurysms	1	NA	0	0	0	0.0
J32.2	L03.213	chronic ethmoid sinusitis	periorbital cellulitis	1	NA	0	0	1	0.2
J32.2	H54	chronic ethmoid sinusitis	blindness	1	-0.001	0	0	1	0.2
J32.2	H05.01	chronic ethmoid sinusitis	orbital cellulitis	1	NA	0	0	0	0.0
J32.2	G90.2	chronic ethmoid sinusitis	horner 's syndrome	1	0.0	0	0	0	0.0
J32.2	H49.0	chronic ethmoid sinusitis	third nerve palsy	1	0.0	0	0	0	0.0
Q39.0	J96.0	esophageal atresia	acute respiratory failure	1	0.0	0	0	1	0.2
Q39.0	K92.9	esophageal atresia	gastrointestinal disorders	1	0.0	0	0	1	0.2
C95.90	N48.3	leukemia	priapism	3	NA	0	0	0	0.2
C95.90	G95.81	leukemia	conus medullaris syndrome	1	NA	0	0	1	0.2
C95.90	G03	leukemia	meningitis	1	NA	0	0	1	0.2
C95.90	C25.2	leukemia	pancreatic tumors	1	NA	0	0	1	0.2
C95.90	H43.1	leukemia	vitreous hemorrhage	2	NA	0	0	0	0.2
C95.90	K06.1	leukemia	gingival overgrowth	1	NA	0	0	1	0.2
C95.90	D69.6	leukemia	thrombocytopenia	1	NA	0	0	1	0.2
C95.90	C62	leukemia	testicular tumor	1	NA	0	0	0	0.0
C95.90	E83.52	leukemia	hypercalcemia	1	NA	0	0	0	0.0
E28.1	L70.2	androgen excess	acne	1	NA	0	0	0	0.0
E28.1	F41.9	androgen excess	anxiety disorder	1	0.0	0	0	0	0.0
H26.41	H40	soemmering 's ring	glaucoma	1	NA	0	0	1	0.2
A77.4	J96.0	ehrlichiosis	acute respiratory failure	1	NA	0	0	1	0.2
A77.4	H46	ehrlichiosis	optic neuritis	1	NA	0	0	1	0.2
A77.4	D76.1	ehrlichiosis	hemophagocytic syndrome	1	NA	0	0	0	0.0
P91.6	H47.61	hypoxic-ischemic encephalopathy	cortical blindness	1	NA	0	0	1	0.2
P91.6	G25.3	hypoxic-ischemic encephalopathy	myoclonus	1	NA	0	0	1	0.2
P91.6	Q02	hypoxic-ischemic encephalopathy	microcephaly	1	NA	0	0	0	0.0
H11.82	H04.2	conjunctivochalasis	epiphora	6	NA	0	0	0	0.2
O43.02	O40	twin to twin transfusion syndrome	polyhydramnios	2	NA	0	0	0	0.2
A15.0	J96.0	tuberculous pneumonia	acute respiratory failure	1	0.0	0	0	1	0.2
L12.1	H54	cicatricial pemphigoid	blindness	1	0.0	0	1.0	0	0.2
L12.1	J96.0	cicatricial pemphigoid	acute respiratory failure	1	0.0	0	0	0	0.0
E84.11	K59.0	meconium ileus in cystic fibrosis	constipation	1	NA	0	0	1	0.2
K76.81	J96.0	hepatopulmonary syndrome	acute respiratory failure	1	NA	0	0	1	0.2
A81.9	G31.9	transmissible spongiform encephalopathies	degenerative disease	1	0.0	0	0	1	0.2
G52.1	I46	glossopharyngeal neuralgia	cardiac arrest	1	0.0	0	0	1	0.2
D18.1	K56.1	lymphangioma	intussusception	10	0.0	0	0	0	0.2
D18.1	Q38.2	lymphangioma	macroglossia	1	NA	0	0	0	0.0
M72.4	M43.6	nodular fasciitis	torticollis	3	0.0	0	0	0	0.2
I25.42	I21	coronary artery dissection	myocardial infarction	12	NA	0	0	0	0.2
I25.42	I20.8	coronary artery dissection	stenocardia	1	NA	0	0	1	0.2
I25.42	I20	coronary artery dissection	angina pectoris	1	NA	0	0	0	0.0
E72.2	G93.9	urea-cycle disorders	brain diseases	4	0.0	0	0	0	0.2
A43	G95.9	nocardiosis	myelopathy	1	NA	0	0	1	0.2
A43	K52.9	nocardiosis	gastroenteritis	1	NA	0	0	1	0.2
A43	I89.1	nocardiosis	lymphangitis	1	NA	0	0	0	0.0
H27.11	H40.22	lens subluxation	chronic angle-closure glaucoma	1	NA	0	0	1	0.2
H27.11	H40.21	lens subluxation	acute angle-closure glaucoma	1	NA	0	0	0	0.0
B86	L92.0	scabies	granuloma annulare	2	0.0	0	0	0	0.2
B86	C85.9	scabies	lymphoma	1	0.0	0	0	0	0.0004
B86	L01.0	scabies	impetigo	1	0.0	0	0	0	0.0
C49.A	K56.1	gastrointestinal stromal tumour	intussusception	15	NA	0	0	0	0.2
C49.A	E83.52	gastrointestinal stromal tumour	hypercalcemia	1	NA	0	0	0	0.0
C49.A	N04	gastrointestinal stromal tumour	nephrotic syndrome	1	NA	0	0	0	0.0
A01.4	G03	paratyphoid	meningitis	1	0.0	0	0	1	0.2
A01.4	I87.1	paratyphoid	vena cava syndrome	1	0.0	0	0	1	0.2
A01.4	D73.3	paratyphoid	splenic abscess	1	0.0	0	0	1	0.2
A01.4	G93.9	paratyphoid	brain diseases	1	0.0	0	0	0	0.0
H44.4	H47.1	ocular hypotension	papilledema	1	0.0	0	0	1	0.2
H44.4	H18.20	ocular hypotension	corneal oedema	1	NA	0	0	0	0.0998
G37.0	H54	schilder 's disease	blindness	1	NA	0	0	1	0.2
E51.1	I51.5	beriberi	myocardial disease	1	NA	0	0	1	0.2
E51.1	I51.9	beriberi	heart disease	1	NA	0	0	1	0.2
E51.1	A69.22	beriberi	polyneuropathy	1	NA	0	0	1	0.2
D68.1	D69.9	plasma thromboplastin antecedent deficiency	hemorrhagic diathesis	2	0.0	0	0.0	0	0.2
Q41.1	P78.0	intestinal atresia	meconium peritonitis	1	NA	0	0	1	0.2
B66.0	K76.89	opisthorchiasis	cyst of liver	1	NA	0	0	1	0.2
J01.1	J86	acute frontal sinusitis	empyema	1	0.0	0	0	1	0.2
Q81.2	N08	recessive dystrophic epidermolysis bullosa	kidney disease	1	0.0	0	0	1	0.2
Q81.2	Q18.5	recessive dystrophic epidermolysis bullosa	microstomia	1	0.0	0	0	0	0.0
C95.00	G83.0	acute leukemia	diplegia	1	NA	0	0	1	0.2
C95.00	D70	acute leukemia	neutropenia	1	NA	0	0	1	0.2
H21.54	H40	posterior synechiae	glaucoma	2	NA	0	0	0	0.2
M85.5	G82.2	aneurysmal bone cyst	paraplegia	1	0.0	0	0	0	0.0
M85.5	G95.9	aneurysmal bone cyst	myelopathy	1	0.0	0	0	0	0.0
M85.5	G62.9	aneurysmal bone cyst	neuropathy	1	0.0	0	0	0	0.0
M85.5	G54.0	aneurysmal bone cyst	thoracic outlet syndrome	1	0.0	0	0	0	0.0
Q82.4	K00.0	ectodermal dysplasia	anodontia	10	0.0	0	0	0	0.2
Q87.89	N19	bardet-biedl syndrome	renal failure	2	NA	0	0	0	0.2
Q87.89	E66.9	bardet-biedl syndrome	obesity	2	NA	0	0	0	0.2
Q87.89	N18.6	bardet-biedl syndrome	end-stage renal disease	1	NA	0	0	0	0.0
A28.0	J18.0	pasteurellosis	bronchopneumonia	1	0.0	0	1.0	0	0.2
A28.0	D65	pasteurellosis	disseminated intravascular coagulation	1	0.0	0	0	0	0.0
E72.4	G93.9	ornithine transcarbamylase deficiency	brain diseases	2	0.0	0	0	0	0.2
E72.4	I67.9	ornithine transcarbamylase deficiency	cerebrovascular disorders	1	0.0	0	0	0	0.0
T79.4	D65	traumatic shock	disseminated intravascular coagulation	1	0.0	0	0	1	0.2
T79.4	L65.9	traumatic shock	alopecia	1	0.0	0	0	0	0.0
A18.01	I71.9	tuberculous spondylitis	aortic aneurysm	1	NA	0	0	1	0.2
A18.01	M41.9	tuberculous spondylitis	scoliosis	1	NA	0	0	1	0.2
A18.01	G82.2	tuberculous spondylitis	paraplegia	1	NA	0	0	1	0.2
A43.0	J80	pulmonary nocardiosis	adult respiratory distress syndrome	1	NA	0	0	1	0.2
A43.0	J43	pulmonary nocardiosis	emphysema	1	NA	0	0	0	0.0
K00.2	L03.90	dens evaginatus	cellulitis	4	NA	0	0	0	0.2
H16.42	G95.9	pannus	myelopathy	2	NA	0	0	0	0.2
H16.42	Q25.1	pannus	aortic stenosis	1	NA	0	0	0	0.0
H16.42	Q23.3	pannus	mitral regurgitation	1	NA	0	0	0	0.0
Q98.0	E30.0	hypogonadotropic hypogonadism	delayed puberty	2	0.0	0	0	0	0.2
Q98.0	N46.0	hypogonadotropic hypogonadism	azoospermia	2	NA	0	0	0	0.2
Q98.0	N91.1	hypogonadotropic hypogonadism	secondary amenorrhea	1	0.0	0	0	0	0.0
Q98.0	N46	hypogonadotropic hypogonadism	male infertility	1	0.0	0	0	0	0.0
C46.5	I89.0	kaposi sarcoma	lymphangiectasis	1	NA	0	0	0	0.05734285714285714
A93.1	G03	phlebotomus fever	meningitis	1	NA	0	0	1	0.2
J84.02	I27.20	pulmonary alveolar microlithiasis	pulmonary hypertension	1	NA	0	0	1	0.2
J84.02	I27.81	pulmonary alveolar microlithiasis	cor pulmonale	1	NA	0	0	0	0.0
J84.02	J93.1	pulmonary alveolar microlithiasis	pneumothorax	1	NA	0	0	0	0.0
J84.02	J43	pulmonary alveolar microlithiasis	emphysema	1	NA	0	0	0	0.0
Q64.10	N13.30	bladder exstrophy	hydronephrosis	1	NA	0	0	1	0.2
Q64.10	Q54	bladder exstrophy	hypospadias	1	NA	0	0	0	0.0
E72.23	K76.82	citrullinemia	hepatic encephalopathy	1	NA	0	0	1	0.2
E72.23	G93.9	citrullinemia	brain diseases	1	NA	0	0	0	0.001
E72.51	G93.9	non-ketotic hyperglycinemia	brain diseases	3	NA	0	0	0	0.2
E72.51	H54	non-ketotic hyperglycinemia	blindness	1	NA	0	0	0	0.0
K09.8	G40.909	dermoid tumour	epilepsies	2	NA	0	0	0	0.2
K09.8	G50.0	dermoid tumour	trigeminal neuralgia	2	-0.001	0	0	0	0.2
K09.8	G03.0	dermoid tumour	acute aseptic meningitis	1	0.0	0	0	0	0.0
K09.8	C80.1	dermoid tumour	cancer	1	NA	0	0	0	0.0
K09.8	D55	dermoid tumour	hemolytic anemia	1	0.0	0	0	0	0.0
K09.8	D56	dermoid tumour	hemolytic anemia	1	0.0	0	0	0	0.0
K09.8	D57	dermoid tumour	hemolytic anemia	1	0.0	0	0	0	0.0
